area,area_type,district_code,house_number,legal_description,locality,nature_of_property,postcode,primary_purpose,property_id,property_name,strata_lot_number,street_name,unit_number,zoning
,,090,2 A,1/SP80356,RYDE,R,2112,RESIDENCE,3424598,,1,SIMPSON ST,1,
,,260,2,8/SP81609,PARRAMATTA,R,2150,RESIDENCE,3425555,,8,CAMPBELL ST,8,
,,139,529,1/SP81580,ABBOTSFORD,R,2046,RESIDENCE,3426153,,1,GREAT NORTH RD,1,
,,139,52,30/SP81760,DRUMMOYNE,3,2047,OFFICE,3429255,SUITE,30,LYONS RD,114,
,,139,2,8/SP81762,DRUMMOYNE,R,2047,RESIDENCE,3429308,,8,MARLBOROUGH ST,208,
,,090,10,4/SP81732,RYDE,R,2112,RESIDENCE,3429775,,4,OLIVE ST,4,
,,260,4,1/SP81765,WESTMEAD,R,2145,RESIDENCE,3430792,AVONDALE,1,DARCY RD,1,
,,090,15 A,5/SP81704,GLADESVILLE,R,2111,RESIDENCE,3433351,,5,LINSLEY ST,5,
,,260,49,2/SP81792,NORTHMEAD,R,2152,RESIDENCE,3433357,,2,BEAMISH RD,2,
,,090,13,3/SP81740,DENISTONE EAST,R,2112,RESIDENCE,3434803,,3,HAIG AVE,3,
,,260,509,10/SP81860,TOONGABBIE,R,2146,RESIDENCE,3435171,,10,WENTWORTH AVE,10,
,,260,88,90/SP81647,ROSEHILL,R,2142,RESIDENCE,3435711,,90,JAMES RUSE DR,90,
,,260,53,7/SP81739,NORTHMEAD,R,2152,RESIDENCE,3435832,,7,HAMMERS RD,7,
,,260,1,51/SP81800,CARLINGFORD,R,2118,RESIDENCE,3436281,,51,BOUNDARY RD,51,
,,090,188,3/SP81915,NORTH RYDE,R,2113,RESIDENCE,3438529,,3,CRESSY RD,3,
,,260,8,5/SP81608,PARRAMATTA,R,2150,RESIDENCE,3440788,GALLERY,5,COWPER ST,104 A,
,,260,44,2/SP81723,NORTH PARRAMATTA,R,2151,RESIDENCE,3441322,,2,BELLEVUE ST,2,
,,260,39,13/SP81992,WESTMEAD,R,2145,RESIDENCE,3442024,,13,LYDBROOK ST,13,
,,260,12,10/SP81968,WESTMEAD,R,2145,RESIDENCE,3443242,,10,DARCY RD,10,
,,260,155,9/SP82103,EPPING,R,2121,RESIDENCE,3444029,,9,CARLINGFORD RD,9,
,,260,52,6/SP82077,NORTHMEAD,R,2152,RESIDENCE,3444758,,6,BRIENS RD,6,
,,139,15,23/SP82025,BREAKFAST POINT,R,2137,RESIDENCE,3444890,,23,PENINSULA DR,305,
,,090,215,14/SP82053,MARSFIELD,R,2122,RESIDENCE,3445162,,14,WATERLOO RD,201,
,,090,13,8/SP81957,RYDE,R,2112,RESIDENCE,3447185,,8,EDWARD ST,8,
,,139,59,1/SP82100,NORTH STRATHFIELD,R,2137,RESIDENCE,3447250,,1,QUEEN ST,1,
208.0,M,260,517,13/SP82067,TOONGABBIE,R,2146,RESIDENCE,3447604,,13,WENTWORTH AVE,13,
,,260,35,9/SP82076,SILVERWATER,R,2128,RESIDENCE,3449170,,9,DEAKIN ST,9,
,,260,11,3/SP82204,OATLANDS,R,2117,RESIDENCE,3450167,,3,PRINCE ST,3,
205.0,M,139,5,7/SP82147,BREAKFAST POINT,R,2137,RESIDENCE,3452085,MORNINGTON,7,JUNIPER DR,16,
97.0,M,139,89,78/SP81965,RHODES,R,2138,RESIDENCE,3452399,BUILDING C,78,SHORELINE DR,520,
,,260,24,15/SP82156,WESTMEAD,R,2145,RESIDENCE,3453618,,15,REID AVE,15,
,,260,91,15/SP82277,TELOPEA,R,2117,RESIDENCE,3455063,,15,ADDERTON RD,15,
,,260,23,31/SP77901,PARRAMATTA,R,2150,RESIDENCE,3456431,,31,NAPIER ST,31,
,,260,56,39/SP82181,NORTHMEAD,R,2152,RESIDENCE,3457796,BUILDING B,39,BRIENS RD,39,
237.0,M,139,1,3/SP82308,DRUMMOYNE,R,2047,RESIDENCE,3458784,,3,WRIGHTS RD,3,
,,260,32,7/SP82338,WENTWORTHVILLE,R,2145,RESIDENCE,3459617,,7,RAILWAY ST,7,
,,139,17,37/SP82362,BREAKFAST POINT,R,2137,RESIDENCE,3460107,BURGUNDY HILL,37,ORCHARDS AVE,55,
194.0,M,090,178,2/SP82350,EASTWOOD,R,2122,RESIDENCE,3460390,,2,ABUKLEA RD,2,
,,260,10,2/SP82393,TELOPEA,R,2117,RESIDENCE,3461105,,2,SOPHIE ST,2,
125.0,M,090,15,37/SP82318,MEADOWBANK,R,2114,RESIDENCE,3461773,STORAGE,37,ANGAS ST,37,
,,090,43,27/SP82464,RYDE,R,2112,RESIDENCE,3463815,,27,BLAXLAND RD,21,
,,260,35,6/SP82268,EPPING,R,2121,RESIDENCE,3464235,,6,BRIDGE ST,6,
,,139,16,1/SP80772,DRUMMOYNE,R,2047,RESIDENCE,3465337,,1,MARLBOROUGH ST,1,
,,260,69,12/SP82202,PARRAMATTA,R,2150,RESIDENCE,3465423,,12,HIGH ST,12,
,,260,52,17/SP82542,HARRIS PARK,R,2150,RESIDENCE,3466105,,17,STATION ST E,17,
,,260,22,3/SP82517,TELOPEA,R,2117,RESIDENCE,3467499,,3,ROBERT ST,3,
,,260,20,7/SP82578,TELOPEA,R,2117,RESIDENCE,3468943,,7,FULLARTON ST,7,
,,260,2,16/SP82587,ERMINGTON,R,2115,RESIDENCE,3468961,,16,BROADOAKS ST,16,
,,260,367,12/SP82655,TOONGABBIE,R,2146,RESIDENCE,3471642,,12,WENTWORTH AVE,12,
,,139,28,1/SP82659,BREAKFAST POINT,R,2137,RESIDENCE,3471982,NEWBURY,1,VILLAGE DR,11,
,,260,19,2/SP82681,WENTWORTHVILLE,R,2145,RESIDENCE,3473515,,2,HILL ST,2,
,,260,35,53/SP82678,WESTMEAD,R,2145,RESIDENCE,3474768,,53,DARCY RD,53,
,,260,7,11/SP82538,CARLINGFORD,R,2118,RESIDENCE,3477259,,11,PLEASANT CT,9,
,,139,19,189/SP82779,RHODES,R,2138,RESIDENCE,3477786,,189,SHORELINE DR,401,
106.0,M,260,473,11/SP82775,NORTH PARRAMATTA,R,2151,RESIDENCE,3478300,,11,CHURCH ST,11,
,,260,6,7/SP82867,DUNDAS VALLEY,R,2117,RESIDENCE,3481669,,7,KING ST,7,
,,260,23,14/SP82880,WESTMEAD,R,2145,RESIDENCE,3482173,,14,LYDBROOK ST,14,
,,260,13,16/SP82402,DUNDAS VALLEY,R,2117,RESIDENCE,3482764,,16,CARVER PL,16,
,,260,6,5/SP82938,TELOPEA,R,2117,RESIDENCE,3485930,,5,WINTER ST,5,
,,260,1,24/SP82435,CARLINGFORD,R,2118,RESIDENCE,3487874,,24,SHIRLEY ST,24,
,,260,8,4/SP83003,CONSTITUTION HILL,R,2145,RESIDENCE,3488195,,4,MAHONY RD,4,
,,260,16,10/SP83083,DUNDAS VALLEY,R,2117,RESIDENCE,3489076,,10,CARSON ST,10,
,,139,418,4/SP82871,FIVE DOCK,R,2046,RESIDENCE,3489396,,4,LYONS RD,4,
,,260,23,3/SP83067,DUNDAS,R,2117,RESIDENCE,3490963,,3,BENNETTS RD E,3,
,,260,36,10/SP83124,NORTHMEAD,R,2152,RESIDENCE,3491353,,10,MURRAY ST,10,
322.0,M,090,57,1/SP82997,WEST RYDE,R,2114,RESIDENCE,3493091,,1,BRUSH RD,1,
,,260,6,2/SP83143,DUNDAS VALLEY,R,2117,RESIDENCE,3493132,,2,CARSON ST,2,
,,260,22,5/SP83159,WENTWORTHVILLE,R,2145,RESIDENCE,3493139,,5,WATER ST,5,
,,260,107,10/SP83005,TELOPEA,R,2117,RESIDENCE,3493890,,10,ADDERTON RD,10,
,,260,158,7/SP83071,DUNDAS,R,2117,RESIDENCE,3493905,,7,KISSING POINT RD,7,
,,139,24,22/SP73772,RHODES,R,2138,RESIDENCE,3494818,,22,WALKER ST,22,
,,090,2,2/SP83189,EASTWOOD,R,2122,RESIDENCE,3495385,,2,CLANWILLIAM ST,2,
,,090,13,2/SP83111,WEST RYDE,R,2114,RESIDENCE,3495906,,2,FARNELL ST,2,
,,260,150,29/SP83199,PARRAMATTA,R,2150,RESIDENCE,3496321,,29,MARSDEN ST,29,
,,090,12,3/SP83262,WEST RYDE,R,2114,RESIDENCE,3498042,,3,MONS AVE,3,
,,260,37,12/SP83242,NORTHMEAD,R,2152,RESIDENCE,3498242,,12,BALMORAL RD,12,
,,139,11,9/SP83284,STRATHFIELD,R,2135,RESIDENCE,3498591,,9,MANSON RD,9,
,,260,45,21/SP83243,NORTHMEAD,R,2152,RESIDENCE,3499494,,21,BALMORAL RD,21,
,,139,24,2/SP82999,MORTLAKE,R,2137,RESIDENCE,3499924,,2,BENNETT ST,2,
,,139,7 B,1/SP83353,FIVE DOCK,R,2046,RESIDENCE,3501319,,1,JAMES ST,1,
,,260,2,8/SP83394,ERMINGTON,R,2115,RESIDENCE,3501610,ALLURA WATERS,8,NORDICA ST,8,
,,260,180 D,14/SP74916,PARRAMATTA,3,2150,OFFICE,3502617,,14,GEORGE ST,14,
,,139,2,2/SP83386,DRUMMOYNE,R,2047,RESIDENCE,3503678,,2,ALBERT ST,2,
,,090,16,3/SP83385,RYDE,R,2112,RESIDENCE,3504087,,3,CURZON ST,3,
,,139,49,72/SP83068,FIVE DOCK,3,2046,OFFICE,3504708,,72,QUEENS RD,72,
,,139,48,38/SP82939,RHODES,R,2138,RESIDENCE,3506599,VILLAGE QUAY,38,WALKER ST,42,
,,090,323 A,2/SP83401,RYDE,R,2112,RESIDENCE,3508038,,2,BLAXLAND RD,2,
,,090,64,3/SP83237,EASTWOOD,R,2122,RESIDENCE,3508367,,3,RUTLEDGE ST,3,
,,260,1,35/SP83387,WESTMEAD,R,2145,RESIDENCE,3508992,,35,LYDBROOK ST,35,
,,090,44,3/SP83489,MARSFIELD,R,2122,RESIDENCE,3509040,,3,LUCINDA RD,3,
,,260,3,149/SP83863,NEWINGTON,R,2127,RESIDENCE,3510969,,149,AVENUE OF EUROPE,1,
,,260,21,1/SP83614,SILVERWATER,R,2128,RESIDENCE,3512494,,1,MELTON ST N,1,
,,260,5,4/SP83710,PARRAMATTA,R,2150,RESIDENCE,3515605,,4,BETTS ST,4,
,,139,27,26/SP83638,NORTH STRATHFIELD,R,2137,RESIDENCE,3517691,,26,GEORGE ST,404 D,
,,139,356,5/SP83737,DRUMMOYNE,R,2047,RESIDENCE,3518603,,5,VICTORIA PL,5,
,,139,1,2/SP83806,WAREEMBA,R,2046,RESIDENCE,3519758,,2,CORALIE ST,2,
,,090,90,12/SP83493,RYDE,R,2112,RESIDENCE,3521581,BLOCK C,12,BELMORE ST,3107,
,,260,227,2/SP83882,CARLINGFORD,R,2118,RESIDENCE,3522898,,2,PENNANT HILLS RD,2,
,,139,65,4/SP83890,MORTLAKE,R,2137,RESIDENCE,3523150,,4,BERTRAM ST,4,
,,090,39,2/SP83913,RYDE,R,2112,RESIDENCE,3523443,,2,BRUCE ST,2,
,,090,10,34/SP83499,RYDE,R,2112,RESIDENCE,3524072,BLOCK D,34,PORTER ST,4119,
,,260,60,12/SP83876,EPPING,R,2121,RESIDENCE,3524160,,12,CAMBRIDGE ST,12,
,,139,4,1/SP83927,RHODES,R,2138,RESIDENCE,3524177,,1,DENHAM ST,1,
70.0,M,090,1,4/SP83454,GLADESVILLE,R,2111,RESIDENCE,3524431,,4,MORRISON RD,4,
,,260,4,1/SP83611,ERMINGTON,R,2115,RESIDENCE,3525315,,1,DEAN CRES,1,
,,260,110,3/SP83919,NORTH PARRAMATTA,R,2151,RESIDENCE,3525900,,3,ALBERT ST E,1,
,,260,29,10/SP83932,NORTHMEAD,R,2152,RESIDENCE,3526596,,10,BALMORAL RD,10,
,,260,21,6/SP84046,OATLANDS,R,2117,RESIDENCE,3530728,,6,PRINCE ST,6,
,,260,57,2/SP84079,NORTH ROCKS,R,2151,RESIDENCE,3531242,,2,NORTH ROCKS RD,2,
,,139,30,28/SP84124,MORTLAKE,R,2137,RESIDENCE,3532320,,28,HILLY ST,28,
,,090,119,4/SP84063,WEST RYDE,R,2114,RESIDENCE,3534628,,4,CONSTITUTION RD W,4,
,,139,6,20/SP83978,BREAKFAST POINT,R,2137,RESIDENCE,3535986,CYPRESS,20,PENINSULA DR,209,
,,090,4,1/SP84187,WEST RYDE,R,2114,RESIDENCE,3536850,,1,MOSS ST,1,
,,260,1,30/SP84315,PARRAMATTA,R,2150,RESIDENCE,3538557,,30,SORRELL ST,30,
,,139,7,2/SP83551,DRUMMOYNE,R,2047,RESIDENCE,3541359,,2,ST GEORGES CRES,2,
,,139,112,4/SP84317,CONCORD,3,2137,HOME UNIT,3541623,,4,MAJORS BAY RD,4,
,,090,5,23/SP90799,RYDE,R,2112,RESIDENCE,3543560,CAR SPACE,23,TUCKER ST,321,
,,139,406,1/SP84394,RUSSELL LEA,R,2046,RESIDENCE,3543743,,1,LYONS RD,1,
,,260,1,2/SP84408,DUNDAS,R,2117,RESIDENCE,3543746,,2,LEAMINGTON RD,2,
,,260,2,9/SP84454,NORTHMEAD,R,2152,RESIDENCE,3544961,,9,HOWARD AVE,9,
,,090,84,41/SP83759,RYDE,R,2112,RESIDENCE,3547866,BLOCK E,41,BELMORE ST,5302,
,,090,6,58/SP83760,RYDE,R,2112,RESIDENCE,3547974,BLOCK F,58,PORTER ST,6126,
,,090,23,1/SP84550,WEST RYDE,R,2114,RESIDENCE,3549753,,1,HERMITAGE RD,1,
,,260,20 B,2/SP84497,WENTWORTHVILLE,R,2145,RESIDENCE,3550328,,2,LOWER MOUNT ST,2,
,,260,20 C,1/SP84498,WENTWORTHVILLE,R,2145,RESIDENCE,3550331,,1,LOWER MOUNT ST,1,
,,260,38,1/SP84393,DUNDAS VALLEY,R,2117,RESIDENCE,3550900,,1,COX CRES,1,
,,139,8,8/SP83979,BREAKFAST POINT,R,2137,RESIDENCE,3551086,,8,PENINSULA DR,201,
,,260,465,16/SP84621,TOONGABBIE,R,2146,RESIDENCE,3552220,,16,WENTWORTH AVE,16,
,,090,73,6/SP83568,MELROSE PARK,R,2114,RESIDENCE,3554093,,6,WHARF RD,6,
,,260,23,4/SP84623,EPPING,R,2121,RESIDENCE,3554121,,4,RAY RD,4 A,
,,260,97,6/SP84787,SILVERWATER,R,2128,RESIDENCE,3554788,,6,BEACONSFIELD ST,6,
,,260,21,18/SP84343,PARRAMATTA,R,2150,RESIDENCE,3555218,,18,GROSE ST,18,
,,260,213,1/SP84740,CARLINGFORD,R,2118,RESIDENCE,3555262,,1,PENNANT HILLS RD,1,
,,260,12,2/SP84747,DUNDAS,R,2117,RESIDENCE,3555551,,2,KARIWARA ST,2,
,,260,28,7/SP84811,ERMINGTON,R,2115,RESIDENCE,3555804,,7,WILLIAM ST,7,
,,139,135,27/SP85112,DRUMMOYNE,3,2047,COMMERCIAL,3557009,,27,VICTORIA RD,5,
,,260,11,19/SP84730,RYDALMERE,R,2116,RESIDENCE,3557320,,19,CALDER RD,19,
,,139,44,19/SP82089,STRATHFIELD,R,2135,RESIDENCE,3558380,,19,COOPER ST,19,
,,090,4,7/SP84866,EASTWOOD,R,2122,RESIDENCE,3558919,,7,LINCOLN ST,7,
,,260,85,6/SP84883,SILVERWATER,R,2128,RESIDENCE,3559949,,6,WETHERILL ST N,6,
115.0,M,139,13,10/SP84893,MORTLAKE,R,2137,RESIDENCE,3559962,,10,HILLY ST,10,
,,260,20,8/SP84910,PARRAMATTA,R,2150,RESIDENCE,3561647,,8,HENRY ST,8,
,,260,20,57/SP84891,PARRAMATTA,R,2150,RESIDENCE,3562292,ENTRADA,57,VICTORIA RD,55,
,,139,2,4/SP84925,ABBOTSFORD,R,2046,RESIDENCE,3562459,,4,WALTON CRES,4,
,,139,10,15/SP83977,BREAKFAST POINT,R,2137,RESIDENCE,3563349,,15,PENINSULA DR,207,
,,260,10,7/SP84877,TELOPEA,R,2117,RESIDENCE,3563550,,7,ADDERTON RD,7,
,,090,45,2/SP84952,EASTWOOD,R,2122,RESIDENCE,3564739,,2,THRELFALL ST,2,
265.0,M,260,10,9/SP85035,WENTWORTHVILLE,R,2145,RESIDENCE,3567426,,9,WATER ST,9,
,,139,27,82/SP84982,NORTH STRATHFIELD,R,2137,RESIDENCE,3567862,STRATHVILLE,82,GEORGE ST,205 E,
,,260,8,2/SP85071,DUNDAS VALLEY,R,2117,RESIDENCE,3567979,,2,CARSON ST,2,
,,090,45,1/SP84419,WEST RYDE,R,2114,RESIDENCE,3568331,,1,MARSDEN RD,1,
158.0,M,260,53,14/SP85191,NORTHMEAD,R,2152,RESIDENCE,3572444,,14,BALMORAL RD,14,
,,260,53,5/SP85185,WENTWORTHVILLE,R,2145,RESIDENCE,3574593,,5,LOWER MOUNT ST,5,
,,260,10,1/SP84466,NORTH PARRAMATTA,R,2151,RESIDENCE,3575752,,1,BOWDEN ST,1,
,,260,61,1/SP83381,NORTHMEAD,R,2152,RESIDENCE,3576527,,1,BEAMISH RD,2,
162.0,M,260,3,3/SP85346,CONSTITUTION HILL,R,2145,RESIDENCE,3577722,,3,MAHONY RD,3,
,,139,45,1/SP85212,CONCORD WEST,R,2138,RESIDENCE,3578824,,1,HOSPITAL RD,1,
305.0,M,260,19,4/SP85387,TELOPEA,R,2117,RESIDENCE,3579973,,4,MANSON ST,4,
76.0,M,260,136,18/SP85395,WESTMEAD,R,2145,RESIDENCE,3580184,,18,BRIDGE RD,18,
,,260,136,3/SP84128,GRANVILLE,R,2142,RESIDENCE,3580466,,3,RAILWAY ST,3,
283.0,M,260,327,2/SP85373,DUNDAS,R,2117,RESIDENCE,3581431,,2,KISSING POINT RD,2,
99.0,M,260,33,5/SP85248,PARRAMATTA,R,2150,RESIDENCE,3582029,,5,CAMPBELL ST,5,
225.0,M,260,17,1/SP83843,ERMINGTON,R,2115,RESIDENCE,3582671,,1,FITZGERALD RD,1,
,,090,83,1/SP85499,WEST RYDE,R,2114,RESIDENCE,3583466,,1,ADELAIDE ST,1,
,,139,11,87/SP85431,RHODES,R,2138,RESIDENCE,3583934,ELINYA,87,MARY ST,405,
259.0,M,260,32,4/SP85465,GRANVILLE,R,2142,RESIDENCE,3584048,,4,ALFRED ST,4,
288.0,M,260,25,7/SP85507,SILVERWATER,R,2128,RESIDENCE,3585659,,7,MELTON ST N,7,
,,090,22,11/SP85434,MEADOWBANK,R,2114,RESIDENCE,3587772,,11,MEADOW CRES,11,
,,260,21,38/SP85520,PARRAMATTA,R,2150,RESIDENCE,3588088,,38,COWPER ST,38,
,,139,54 A,49/SP85480,CHISWICK,R,2046,RESIDENCE,3588583,,49,BLACKWALL POINT RD,49,
,,260,42,1/SP853842/SP853843/SP853844/SP85384,NORTH PARRAMATTA,R,2151,RESIDENCE,3589271,,4,ISABELLA ST,4,
,,260,74,2/SP85610,NORTH PARRAMATTA,R,2151,RESIDENCE,3589691,,2,GROSE ST,2,
,,260,9,34/SP85401,PARRAMATTA,R,2150,RESIDENCE,3591084,,34,COWPER ST,34,
,,139,167,4/SP85655,NORTH STRATHFIELD,R,2137,RESIDENCE,3591477,,4,PARRAMATTA RD,4,
,,139,27,20/SP85701,BREAKFAST POINT,R,2137,RESIDENCE,3592998,,20,PENINSULA DR,37,
,,260,12,6/SP85570,WESTMEAD,R,2145,RESIDENCE,3593250,,6,LYDBROOK ST,6,
,,260,43,203/SP85580,WENTWORTH POINT,R,2127,RESIDENCE,3595192,CORSICA,203,AMALFI DR,432,
,,090,23,3/SP85732,EASTWOOD,R,2122,RESIDENCE,3599485,,3,VIMIERA RD,3,
,,090,36,6/SP85744,EASTWOOD,R,2122,RESIDENCE,3599562,,6,FIRST AVE,6,
154.0,M,090,15,13/SP85848,RYDE,R,2112,RESIDENCE,3600282,,13,GLADSTONE AVE,13,
,,260,31,11/SP85852,PARRAMATTA,R,2150,RESIDENCE,3600623,,11,CAMPBELL ST,11,
,,139,3,11/SP85871,DRUMMOYNE,3,2047,SUITE,3602598,,11,PARK AVE,3,
,,090,217,6/SP85932,RYDE,R,2112,RESIDENCE,3603979,,6,QUARRY RD,6,
,,260,10,9/SP85976,ROSEHILL,R,2142,RESIDENCE,3605387,,9,PROSPECT ST,9,
,,260,20 A,2/SP84633,WENTWORTHVILLE,R,2145,RESIDENCE,3606305,,2,LOWER MOUNT ST,2,
,,260,44,7/SP85993,HARRIS PARK,R,2150,RESIDENCE,3606577,,7,HARRIS ST,7,
,,260,7,2/SP86029,PARRAMATTA,R,2150,RESIDENCE,3606906,,2,PITT ST,2,
,,260,54,3/SP84968,CARLINGFORD,R,2118,RESIDENCE,3607361,,3,BAKER ST,3,
,,090,1,1/SP86010,DENISTONE EAST,R,2112,RESIDENCE,3607577,,1,HAIG AVE,1,
,,260,10,5/SP86048,DUNDAS VALLEY,R,2117,RESIDENCE,3607829,,5,CARVER PL,5,
,,260,5,16/SP86116,NORTHMEAD,R,2152,RESIDENCE,3609285,,16,KLEINS RD,16,
,,260,43,3/SP84502,GRANVILLE,R,2142,RESIDENCE,3609429,,3,CROWN ST,3,
,,090,12,3/SP85672,WEST RYDE,R,2114,RESIDENCE,3609436,,3,HUXLEY ST,3,
,,139,2,49/SP83976,BREAKFAST POINT,R,2137,RESIDENCE,3609704,INDIGO,49,ROSEWATER CCT,510,
,,260,3,2/SP86128,NORTH PARRAMATTA,R,2151,RESIDENCE,3610057,,2,TEALE PL,2,
,,139,1,8/SP85880,BREAKFAST POINT,R,2137,RESIDENCE,3612098,SILKSTONE,8,ROSEWATER CCT,18,
,,139,16,103/SP86157,RHODES,R,2138,RESIDENCE,3613175,,103,SHORELINE DR,603,
323.0,M,260,16,3/270736,WINSTON HILLS,R,2153,RESIDENCE,3613697,,,BUCKLEYS RD,16,R2
201.3,M,260,16,6/270736,WINSTON HILLS,R,2153,RESIDENCE,3613700,,,BUCKLEYS RD,13,R2
194.5,M,260,16,7/270736,WINSTON HILLS,R,2153,RESIDENCE,3613701,,,BUCKLEYS RD,12,R2
353.6,M,260,16,15/270736,WINSTON HILLS,R,2153,RESIDENCE,3613709,,,BUCKLEYS RD,19,R2
,,260,11,11/SP86117,GRANVILLE,R,2142,RESIDENCE,3613921,,11,CROWN ST,11,
268.0,M,139,6,10/SP8620613/SP86206,ABBOTSFORD,R,2046,RESIDENCE,3614728,,13,WALTON CRES,13,
,,260,64,4/SP82315,DUNDAS VALLEY,R,2117,RESIDENCE,3615069,,4,MOFFATTS DR,4,
,,260,30,10/SP86162,PARRAMATTA,R,2150,RESIDENCE,3615104,,10,EARLY ST,10,
,,260,9,5/SP86002,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,3615991,,5,AUSTRALIA AVE,202,
,,090,167,2/SP83563,EASTWOOD,R,2122,RESIDENCE,3616558,,2,NORTH RD,2,
,,139,40,104/SP83407,RHODES,R,2138,RESIDENCE,3617176,NAUTICA,104,SHORELINE DR,508,
,,090,448,1/SP862597/SP86259,MACQUARIE PARK,R,2113,RESIDENCE,3617456,,7,LANE COVE RD,7,
,,260,17,7/SP84972,TOONGABBIE,R,2146,RESIDENCE,3618548,,7,MIMOSA AVE,7,
,,260,86,5/SP86270,TELOPEA,R,2117,RESIDENCE,3619732,,5,TINTERN AVE,5,
,,260,11,62/SP86345,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,3620172,,62,AUSTRALIA AVE,907,
,,260,8,7/SP863958/SP86395,SILVERWATER,3,2128,COMMERCIAL,3620952,,8,MILLENNIUM CT,8,
,,260,30,223/SP87866,EPPING,R,2121,RESIDENCE,3622703,,223,FERNTREE PL,217,
309.0,M,260,78,13/SP83392,ROSEHILL,R,2142,RESIDENCE,3622977,,13,VIRGINIA ST,13,
,,260,3,1/SP86341,OATLANDS,R,2117,RESIDENCE,3624400,,1,PRINCE ST,1,
215.0,M,090,126,2/SP86144,GLADESVILLE,R,2111,RESIDENCE,3624801,,2,PITTWATER RD,2,
294.0,M,260,52,1/SP86529,DUNDAS VALLEY,R,2117,RESIDENCE,3626038,,1,BAIN PL,1,
247.0,M,139,33,3/SP86568,ABBOTSFORD,R,2046,RESIDENCE,3626599,,3,BATTERSEA ST,3,
222.0,M,260,321,7/SP86424,DUNDAS,R,2117,RESIDENCE,3626744,,7,KISSING POINT RD,7,
145.0,M,260,11,8/SP84765,DUNDAS,R,2117,RESIDENCE,3627263,,8,ST ANDREWS ST,8,
,,139,185,7/SP86439,FIVE DOCK,R,2046,RESIDENCE,3629258,,7,FIRST AVE,7,
,,260,64,2/SP86611,NORTH PARRAMATTA,R,2151,RESIDENCE,3629552,,2,BELMORE ST,2,
,,260,25,1/SP86639,DUNDAS VALLEY,R,2117,RESIDENCE,3630755,,1,CARSON ST,1,
75.0,M,260,53,7/SP86496,PARRAMATTA,R,2150,RESIDENCE,3631589,,7,HIGH ST,7,
,,139,87,75/SP87166,RHODES,R,2138,RESIDENCE,3631614,VANTAGE NORTH APARTMENTS,75,SHORELINE DR,102,
,,260,102,66/SP86651,ROSEHILL,R,2142,RESIDENCE,3632174,,66,JAMES RUSE DR,66,
14.0,M,090,241,8/SP8429612/SP84296,RYDE,R,2112,RESIDENCE,3632383,CARSPACE,12,BLAXLAND RD,12,
,,260,212,1/SP86748,OATLANDS,R,2117,RESIDENCE,3634848,,1,PENNANT HILLS RD,1,
,,260,149,2/SP86749,EPPING,R,2121,RESIDENCE,3634866,,2,CARLINGFORD RD,2,
,,260,383,5/SP86745,TOONGABBIE,R,2146,RESIDENCE,3635842,,5,WENTWORTH AVE,5,
200.0,M,260,45,26/SP80568,SEVEN HILLS,3,2147,FACTORY,3636919,,26,POWERS RD,26,
,,090,5,61/SP86464,RYDE,R,2112,RESIDENCE,3637996, BUILDING F,61,POPE ST,1002,
,,260,11,5/SP86808,ERMINGTON,R,2115,RESIDENCE,3638219,,5,PEARCE ST,5,
,,139,35,6/SP86823,BREAKFAST POINT,R,2137,RESIDENCE,3638845,,6,PENINSULA DR,17,
,,139,8,16/SP86597,MORTLAKE,R,2137,RESIDENCE,3639336,,16,BENNETT ST,16,
,,260,1,35/SP86046,BAULKHAM HILLS,R,2153,RESIDENCE,3639514,BLOCK E,35,RUSSELL ST,35,
,,260,21,4/SP83914,PARRAMATTA,R,2150,RESIDENCE,3641126,,4,MARSDEN ST,4,
,,090,20,11/SP84037,EASTWOOD,R,2122,RESIDENCE,3643745,,11,BALL AVE,11,
,,090,5,51/SP86465,RYDE,R,2112,RESIDENCE,3643789,BUILDING B,51,POPE ST,813,
,,139,46,2/SP86878,DRUMMOYNE,R,2047,RESIDENCE,3644296,,2,BAYSWATER ST,2,
174.0,M,260,16,2/SP86895,TOONGABBIE,R,2146,RESIDENCE,3644611,,2,HIGHLAND AVE,2,
428.9,M,090,15,1/SP86989,DENISTONE EAST,R,2112,RESIDENCE,3646515,,1,RUSSELL ST,1,
,,139,69,2/SP86976,CANADA BAY,R,2046,RESIDENCE,3648336,,2,BAYVIEW RD,2,
,,260,1,9/SP87095,BAULKHAM HILLS,R,2153,RESIDENCE,3649172,,9,WOODLANDS ST,9,
,,139,10,2/SP83975,BREAKFAST POINT,R,2137,RESIDENCE,3649300,NORFOLK,2,VINEYARD WAY,102,
,,260,34,5/SP87060,NORTH PARRAMATTA,R,2151,RESIDENCE,3649444,,5,ALBERT ST,5,
120.0,M,260,263,54/SP86681,BEECROFT,R,2119,RESIDENCE,3649659,ORCHID GRANGE,54,MIDSON RD,54,
,,260,49,7/SP87100,NORTH PARRAMATTA,R,2151,RESIDENCE,3650024,,7,FENNELL ST,7,
,,260,6,2/SP87035,NORTH PARRAMATTA,R,2151,RESIDENCE,3650356,,2,BELMORE ST,2,
,,260,39,9/SP86074,PARRAMATTA,R,2150,RESIDENCE,3650918,,9,COWPER ST,9,
