area,area_type,district_code,house_number,legal_description,locality,nature_of_property,postcode,primary_purpose,property_id,property_name,strata_lot_number,street_name,unit_number,zoning
,,090,114,34/SP21673,MARSFIELD,R,2122,RESIDENCE,867641,,34,CRIMEA RD,34,
,,090,110,18/SP21416,MARSFIELD,R,2122,RESIDENCE,867676,,18,CRIMEA RD,18,
,,090,108,27/SP17968,MARSFIELD,R,2122,RESIDENCE,867710,,27,CRIMEA RD,27,
,,090,102,3/SP36418,MARSFIELD,R,2122,RESIDENCE,867740,,3,CRIMEA RD,3,
,,090,106,73/SP39670,MARSFIELD,R,2122,RESIDENCE,867816,,73,CRIMEA RD,73,
,,090,2,2/SP42860,MARSFIELD,R,2122,RESIDENCE,867932,,2,CROTOYE PL,2,
,,090,57,14/SP37803,MARSFIELD,R,2122,RESIDENCE,868029,,14,CULLODEN RD,14,
,,090,164,11/SP14311,MARSFIELD,R,2122,RESIDENCE,868068,,11,CULLODEN RD,7,
,,090,162,4/SP16723,MARSFIELD,R,2122,RESIDENCE,868122,,4,CULLODEN RD,4,
,,090,158,1/SP16433,MARSFIELD,R,2122,RESIDENCE,868135,,1,CULLODEN RD,1,
,,090,152,10/SP16200,MARSFIELD,R,2122,RESIDENCE,868146,,10,CULLODEN RD,10,
,,090,146,12/SP16405,MARSFIELD,R,2122,RESIDENCE,868160,,12,CULLODEN RD,12,
,,090,94,55/SP56513,MARSFIELD,R,2122,RESIDENCE,868181,,55,CULLODEN RD,57,
,,090,3,8/SP1132,RYDE,R,2112,RESIDENCE,868361,,8,CURZON ST,8,
,,090,5,8/SP13074,RYDE,R,2112,RESIDENCE,868370,,8,CURZON ST,8,
,,090,7,2/SP357220/SP3572,RYDE,R,2112,RESIDENCE,868380,,20,CURZON ST,2,
,,090,9,10/SP20799,RYDE,R,2112,RESIDENCE,868396,,10,CURZON ST,10,
,,090,13,3/SP10709,RYDE,R,2112,RESIDENCE,868410,,3,CURZON ST,3,
,,090,15,10/SP19091,RYDE,R,2112,RESIDENCE,868420,,10,CURZON ST,10,
,,090,14,6/SP22160,RYDE,R,2112,RESIDENCE,868433,,6,CURZON ST,6,
,,090,12,9/SP54591,RYDE,R,2112,RESIDENCE,868446,,9,CURZON ST,9,
,,090,10,15/SP48586,RYDE,R,2112,RESIDENCE,868459,,15,CURZON ST,15,
82.7,M,090,8,6/SP5519,RYDE,R,2112,RESIDENCE,868475,,6,CURZON ST,6,
,,090,5,1/SP510292/SP51029,NORTH RYDE,R,2113,RESIDENCE,868519,,2,CUTLER PDE,2,
,,090,8,1/SP43334,MARSFIELD,R,2122,RESIDENCE,868634,,1,DANBURY CL,1,
,,090,59 D,3/SP33785,WEST RYDE,R,2114,RESIDENCE,868795,,3,DARVALL RD,3,
,,090,3 B,1/SP53765,EASTWOOD,R,2122,RESIDENCE,868840,,1,DARVALL RD,1,
,,090,15,1/SP37455,WEST RYDE,R,2114,RESIDENCE,868864,,1,DARWIN ST,1,
,,090,35,3/SP60197,WEST RYDE,R,2114,RESIDENCE,868877,,3,DARWIN ST,3,
,,090,40,2/SP44954,NORTH RYDE,R,2113,RESIDENCE,868954,,2,DAVID AVE,2,
,,090,36,1/SP68197,NORTH RYDE,R,2113,RESIDENCE,868958,,1,DAVID AVE,1,
,,090,8,4/SP77342,NORTH RYDE,R,2113,RESIDENCE,868971,,4,DAVID AVE,3,
,,090,1,18/SP55292,MARSFIELD,R,2122,RESIDENCE,868989,,18,DAYMAN PL,18,
,,090,15,2/SP57104,WEST RYDE,R,2114,RESIDENCE,869015,,2,DEAKIN ST,2,
,,090,12,3/SP38215,WEST RYDE,R,2114,RESIDENCE,869027,,3,DEAKIN ST,3,
,,090,6,1/SP47182,PUTNEY,R,2112,RESIDENCE,869154,,1,DELANGE RD,1,
,,090,4,3/SP4419,EASTWOOD,R,2122,RESIDENCE,869238,,3,DENISTONE RD,3,
,,090,56,2/SP53269,DENISTONE,R,2114,RESIDENCE,869281,,2,DENISTONE RD,2,
148.0,M,090,3,4/SP58876,RYDE,R,2112,RESIDENCE,869334,,4,DEVLIN ST,4,
,,090,11,1/SP16856,RYDE,R,2112,RESIDENCE,869350,,1,DEVLIN ST,1,
,,090,13,2/SP6017,RYDE,R,2112,RESIDENCE,869357,,2,DEVLIN ST,2,
,,090,15,6/SP9235,RYDE,R,2112,RESIDENCE,869382,,6,DEVLIN ST,6,
,,090,31,6/SP445023/SP4450,RYDE,R,2112,RESIDENCE,869394,,23,DEVLIN ST,23,
,,090,2,1/SP51334,PUTNEY,R,2112,RESIDENCE,869613,,1,DONNELLY ST,1,
,,090,58,8/SP6402,EASTWOOD,R,2122,RESIDENCE,869667,,8,DOOMBEN AVE,8,
,,090,56,6/SP53365,EASTWOOD,R,2122,RESIDENCE,869677,,6,DOOMBEN AVE,6,
,,090,54,7/SP50538,EASTWOOD,R,2122,RESIDENCE,869690,,7,DOOMBEN AVE,7,
,,090,41,5/SP5720,EASTWOOD,R,2122,RESIDENCE,869700,,5,DOOMBEN AVE,5,
,,090,47,17/SP12169,EASTWOOD,R,2122,RESIDENCE,869715,,17,DOOMBEN AVE,18,
,,090,49,3/SP388910/SP3889,EASTWOOD,R,2122,RESIDENCE,869740,,10,DOOMBEN AVE,3,
,,090,51,1/SP2369,EASTWOOD,R,2122,RESIDENCE,869751,,1,DOOMBEN AVE,1,
,,090,53,4/SP410913/SP4109,EASTWOOD,R,2122,RESIDENCE,869772,,13,DOOMBEN AVE,4,
,,090,55,1/SP5683,EASTWOOD,R,2122,RESIDENCE,869797,,1,DOOMBEN AVE,1,
,,090,2,13/SP8212,MACQUARIE PARK,R,2113,RESIDENCE,870009,,13,DURHAM CL,13,
,,090,4,1/SP8413,MACQUARIE PARK,R,2113,RESIDENCE,870023,,1,DURHAM CL,1,
,,090,5,7/SP15920,MACQUARIE PARK,R,2113,RESIDENCE,870056,,7,DURHAM CL,7,
,,090,3,25/SP14882,MACQUARIE PARK,R,2113,RESIDENCE,870084,,25,DURHAM CL,25,
,,090,2,18/SP21619,RYDE,R,2112,RESIDENCE,870136,,18,EAGLE ST,18,
,,090,8,4/SP49835,EASTWOOD,R,2122,RESIDENCE,870172,,4,EAST PDE,4,
,,090,24,3/SP165613/SP1656,EASTWOOD,R,2122,RESIDENCE,870188,,13,EAST PDE,3,
,,090,26,13/SP127830/SP1278,EASTWOOD,R,2122,RESIDENCE,870207,,30,EAST PDE,13,
,,090,17,3/SP30584,EASTWOOD,R,2122,RESIDENCE,870421,,3,EDGAR ST,3,
,,090,27,2/SP4811,EASTWOOD,3,2122,VILLA,870432,,2,EDGAR ST,2,
,,090,1,3/SP41111,RYDE,R,2112,RESIDENCE,870542,,3,EDWARD ST,3,
,,090,9,8/SP31959,RYDE,R,2112,RESIDENCE,870550,,8,EDWARD ST,8,
,,090,10,16/SP8367,RYDE,R,2112,RESIDENCE,870568,,16,EDWARD ST,16,
,,090,8,3/SP10471,RYDE,R,2112,RESIDENCE,870590,,3,EDWARD ST,3,
,,090,6,5/SP7593,RYDE,R,2112,RESIDENCE,870601,,5,EDWARD ST,5,
,,090,2,5/SP66226,RYDE,R,2112,RESIDENCE,870609,,5,EDWARD ST,5,
,,090,6,3/SP61768,RYDE,R,2112,RESIDENCE,870677,,3,ELLEN ST,3,
,,090,10,3/SP62741,GLADESVILLE,R,2111,RESIDENCE,870854,,3,ELTHAM ST,3,
,,090,15,12/SP41157,WEST RYDE,R,2114,RESIDENCE,870905,,12,ENDEAVOUR ST,12,
,,090,9,11/SP22070,WEST RYDE,R,2114,RESIDENCE,870921,,11,ENDEAVOUR ST,11,
,,090,7,6/SP5017,WEST RYDE,R,2114,RESIDENCE,870940,,6,ENDEAVOUR ST,6,
,,090,3,1/SP83812/SP83813/SP83814/SP83815/SP83816/SP83817/SP83818/SP83819/SP8381,WEST RYDE,R,2114,RESIDENCE,870951,,9,ENDEAVOUR ST,9,
,,090,1,4/SP10019,WEST RYDE,R,2114,RESIDENCE,870961,,4,ENDEAVOUR ST,4,
,,090,159,22/SP9264,MACQUARIE PARK,R,2113,RESIDENCE,871031,,22,EPPING RD,22,
,,090,14,6/SP38106,EASTWOOD,R,2122,RESIDENCE,871201,,6,ERIC ST,6,
,,090,36,1/SP45164,EASTWOOD,R,2122,RESIDENCE,871235,,1,ETHEL ST,1,
,,090,34,7/SP2839,EASTWOOD,R,2122,RESIDENCE,871242,,7,ETHEL ST,7,
,,090,30,2/SP357729/SP3577,EASTWOOD,R,2122,RESIDENCE,871252,,29,ETHEL ST,29,
,,090,28,5/SP459410/SP4594,EASTWOOD,3,2122,CARSPACE,871283,,10,ETHEL ST,5,
,,090,26,5/SP15398,EASTWOOD,R,2122,RESIDENCE,871294,,5,ETHEL ST,5,
,,090,24,1/SP22453,EASTWOOD,R,2122,RESIDENCE,871301,,1,ETHEL ST,1,
,,090,20,15/SP6041,EASTWOOD,R,2122,RESIDENCE,871308,,15,ETHEL ST,15,
,,090,16,2/SP9117,EASTWOOD,R,2122,RESIDENCE,871334,,2,ETHEL ST,2,
,,090,14,2/SP21035,EASTWOOD,3,2122,COMMERCIAL,871345,,2,ETHEL ST,2,
,,090,8,2/SP184473/SP184474/SP184471/SP18447,EASTWOOD,R,2122,RESIDENCE,871351,,1,ETHEL ST,1,
,,090,6,5/SP31590,EASTWOOD,3,2122,SHOP,871356,,5,ETHEL ST,1,
,,090,9,5/SP47982,EASTWOOD,R,2122,RESIDENCE,871362,,5,ETHEL ST,5,
,,090,11,9/SP7663,EASTWOOD,R,2122,RESIDENCE,871369,,9,ETHEL ST,9,
,,090,15,11/SP6600,EASTWOOD,R,2122,RESIDENCE,871394,,11,ETHEL ST,11,
,,090,27,5/SP8761,EASTWOOD,R,2122,RESIDENCE,871427,,5,ETHEL ST,5,
,,090,29,6/SP6208,EASTWOOD,R,2122,RESIDENCE,871434,,6,ETHEL ST,6,
,,090,31,3/SP45353,EASTWOOD,R,2122,RESIDENCE,871446,,3,ETHEL ST,3,
,,090,1,2/SP64144,WEST RYDE,R,2114,RESIDENCE,871465,,2,EULALIA ST,2,
,,090,9,10/SP54862,RYDE,R,2112,RESIDENCE,871490,,10,EULO PDE,10,
,,090,2,2/SP32098,WEST RYDE,R,2114,RESIDENCE,871546,,2,FALCONER ST,2,
,,090,64,3/SP46077,WEST RYDE,R,2114,RESIDENCE,871586,,3,FALCONER ST,3,
1153.0,M,090,86,7/SP58959,WEST RYDE,3,2114,WORKSHOP,871600,,7,FALCONER ST,7,
,,090,38,1/SP58420,WEST RYDE,R,2114,RESIDENCE,871715,,1,FARNELL ST,1,
,,090,46,2/SP55500,WEST RYDE,R,2114,RESIDENCE,871722,,2,FARNELL ST,2,
,,090,31,3/SP35360,WEST RYDE,R,2114,RESIDENCE,871881,,3,FEDERAL RD,3,
,,090,2,5/SP32007,EASTWOOD,R,2122,RESIDENCE,872084,,5,FIRST AVE,5,
,,090,4,5/SP9048,EASTWOOD,R,2122,RESIDENCE,872091,,5,FIRST AVE,5,
,,090,6,19/SP7905,EASTWOOD,R,2122,RESIDENCE,872099,,19,FIRST AVE,19,
,,090,12,3/SP35097,EASTWOOD,R,2122,RESIDENCE,872121,,3,FIRST AVE,3,
,,090,14,7/SP424314/SP4243,EASTWOOD,3,2122,GARAGE,872127,,14,FIRST AVE,14,
,,090,22,3/SP1503,EASTWOOD,R,2122,RESIDENCE,872153,,3,FIRST AVE,3,
,,090,24,4/SP17753,EASTWOOD,R,2122,RESIDENCE,872160,,4,FIRST AVE,4,
,,090,28,2/SP12951,EASTWOOD,R,2122,RESIDENCE,872173,,2,FIRST AVE,2,
,,090,38,8/SP15237,EASTWOOD,R,2122,RESIDENCE,872189,,8,FIRST AVE,10,
,,090,46,1/SP67201,NORTH RYDE,R,2113,RESIDENCE,872337,,1,FOLKARD ST,1,
,,090,1,21/SP31662,MACQUARIE PARK,R,2113,RESIDENCE,872383,,21,TUCKWELL PL,21,
,,090,22,11/SP14993,MACQUARIE PARK,R,2113,RESIDENCE,872428,,11,FONTENOY RD,11,
,,090,28,9/SP15747,MACQUARIE PARK,R,2113,RESIDENCE,872448,,9,FONTENOY RD,9,
,,090,45,20/SP7658,MACQUARIE PARK,R,2113,RESIDENCE,872474,,20,FONTENOY RD,20,
,,090,41,6/SP7441,MACQUARIE PARK,R,2113,RESIDENCE,872497,,6,FONTENOY RD,6,
,,090,35,85/SP14199,MACQUARIE PARK,R,2113,RESIDENCE,872519,,85,FONTENOY RD,85,
,,090,33,9/SP37183,MACQUARIE PARK,R,2113,RESIDENCE,872610,,9,FONTENOY RD,9,
,,090,31,23/SP17984,MACQUARIE PARK,R,2113,RESIDENCE,872621,,23,FONTENOY RD,23,
,,090,29,4/SP17655,MACQUARIE PARK,R,2113,RESIDENCE,872658,,4,FONTENOY RD,4,
,,090,25,20/SP30888,MACQUARIE PARK,R,2113,RESIDENCE,872672,,20,FONTENOY RD,20,
,,090,19,7/SP15899,MACQUARIE PARK,R,2113,RESIDENCE,872704,,7,FONTENOY RD,7,
,,090,21,3/SP13411,MACQUARIE PARK,R,2113,RESIDENCE,872715,,3,FONTENOY RD,3,
,,090,23,3/SP14656,MACQUARIE PARK,R,2113,RESIDENCE,872724,,3,FONTENOY RD,3,
,,090,1,219/SP53855,MACQUARIE PARK,R,2113,RESIDENCE,872738,,219,FONTENOY RD,219,
,,090,38,2/SP31195,RYDE,R,2112,RESIDENCE,873074,,2,FORREST RD,2,
,,090,44,10/SP38851,WEST RYDE,R,2114,RESIDENCE,873108,,10,FORSTER ST,10,
,,090,38,2/SP38525,WEST RYDE,R,2114,RESIDENCE,873123,,2,FORSTER ST,2,
,,090,36,15/SP5841,WEST RYDE,R,2114,RESIDENCE,873136,,15,FORSTER ST,15,
,,090,34,3/SP9185,WEST RYDE,R,2114,RESIDENCE,873152,,3,FORSTER ST,3,
,,090,30,13/SP5765,WEST RYDE,R,2114,RESIDENCE,873159,,13,FORSTER ST,13,
,,090,27,10/SP4293,WEST RYDE,R,2114,RESIDENCE,873202,,10,FORSTER ST,10,
,,090,29,1/SP4292,WEST RYDE,R,2114,RESIDENCE,873218,,1,FORSTER ST,1,
,,090,31,3/SP1698,WEST RYDE,R,2114,RESIDENCE,873234,,3,FORSTER ST,3,
,,090,37,7/SP264920/SP2649,WEST RYDE,R,2114,RESIDENCE,873254,,20,FORSTER ST,7,
,,090,44,3/SP34661,EASTWOOD,R,2122,RESIDENCE,873337,,3,FOURTH AVE,3,
,,090,30,1/SP35694,EASTWOOD,R,2122,RESIDENCE,873349,,1,FOURTH AVE,1,
,,090,18,1/SP44340,EASTWOOD,R,2122,RESIDENCE,873363,,1,FOURTH AVE,1,
,,090,35,5/SP54777,DENISTONE,3,2114,OFFICE UNIT,873390,,5,FOURTH AVE,5,
,,090,35,2/SP32349,RYDE,R,2112,RESIDENCE,873490,,2,FREDERICK ST,2,
,,090,14,2/SP46052,RYDE,R,2112,RESIDENCE,873521,,2,FREDERICK ST,2,
,,090,12,3/SP40154,DENISTONE EAST,R,2112,RESIDENCE,873556,,3,GALLARD ST,3,
,,090,30,2/SP60175,DENISTONE EAST,R,2112,RESIDENCE,873572,,2,GALLARD ST,2,
,,090,4,4/SP378119/SP3781,WEST RYDE,R,2114,RESIDENCE,873679,,19,GAZA RD,19,
,,090,8,2/SP2941,WEST RYDE,R,2114,RESIDENCE,873711,,2,GAZA RD,2,
,,090,10,12/SP4663,WEST RYDE,R,2114,RESIDENCE,873722,,12,GAZA RD,12,
,,090,20 B,18/SP472827/SP4728,WEST RYDE,R,2114,RESIDENCE,873747,,27,GAZA RD,18,
,,090,35,5/SP22837,WEST RYDE,R,2114,RESIDENCE,873800,,5,GAZA RD,5,
,,090,9,5/SP5154,WEST RYDE,R,2114,RESIDENCE,873822,,5,GAZA RD,5,
,,090,1,10/SP7145,WEST RYDE,R,2114,RESIDENCE,873838,,10,GAZA RD,10,
,,090,3 A,3/SP63073,NORTH RYDE,R,2113,RESIDENCE,873991,,3,GILDA ST,3,
,,090,30,1/SP68471,NORTH RYDE,R,2113,RESIDENCE,874016,,1,GILDA ST,1,
,,090,31,1/SP50940,RYDE,R,2112,RESIDENCE,874061,,1,GLADSTONE AVE,1,
,,090,29,3/SP2946,RYDE,R,2112,RESIDENCE,874065,,3,GLADSTONE AVE,3,
,,090,23,8/SP12423,RYDE,R,2112,RESIDENCE,874072,,8,GLADSTONE AVE,8,
,,090,7,1/SP5232/SP5233/SP523,EASTWOOD,R,2122,RESIDENCE,874104,,3,GLEN ST,3,
,,090,39,1/SP66901,DENISTONE,R,2114,RESIDENCE,874222,,1,GOODWIN ST,1,
,,090,46,1/SP67024,EASTWOOD,R,2122,RESIDENCE,874262,,1,GORDON ST,1,
,,090,17,1/SP36440,EASTWOOD,R,2122,RESIDENCE,874294,,1,GORDON ST,1,
,,090,33,5/SP32532,EASTWOOD,R,2122,RESIDENCE,874317,,5,GORDON ST,5,
,,090,14,6/SP8889,RYDE,R,2112,RESIDENCE,874362,,6,GOULDING RD,6,
,,090,12,3/SP8943,RYDE,R,2112,RESIDENCE,874375,,3,GOULDING RD,3,
,,090,10,7/SP5928,RYDE,R,2112,RESIDENCE,874388,,7,GOULDING RD,7,
,,090,8,15/SP5929,RYDE,R,2112,RESIDENCE,874404,,15,GOULDING RD,15,
,,090,6 E,1/SP7069,RYDE,R,2112,RESIDENCE,874420,,1,GOULDING RD,1,
,,090,5,1/SP58419,RYDE,R,2112,RESIDENCE,874443,,1,GOWRIE ST,1,
,,090,15,3/SP62877,RYDE,R,2112,RESIDENCE,874787,,3,HANCOTT ST,3,
,,090,5,6/SP22184,NORTH RYDE,R,2113,RESIDENCE,874868,,6,HARFORD ST,6,
,,090,13,8/SP4188,GLADESVILLE,R,2111,RESIDENCE,874925,,8,HARVARD ST,8,
,,090,9,8/SP57099,GLADESVILLE,R,2111,RESIDENCE,874938,,8,HARVARD ST,8,
,,090,2,1/SP34208,GLADESVILLE,R,2111,RESIDENCE,874960,,1,HARVARD ST,1,
,,090,4,13/SP8728,GLADESVILLE,R,2111,RESIDENCE,874965,,13,HARVARD ST,13,
,,090,10,8/SP34490,GLADESVILLE,R,2111,RESIDENCE,874985,,8,HARVARD ST,8,
,,090,15 A,2/SP522604/SP522606/SP52260,GLADESVILLE,R,2111,RESIDENCE,875002,,6,CAMBRIDGE ST,6,
,,090,2,5/SP44781,RYDE,R,2112,RESIDENCE,875011,,5,HATTON ST,5,
,,090,4,6/SP2108,RYDE,R,2112,RESIDENCE,875021,,6,HATTON ST,6,
,,090,7,9/SP5682,RYDE,R,2112,RESIDENCE,875037,,9,HATTON ST,9,
,,090,5,1/SP15757,RYDE,R,2112,RESIDENCE,875056,,1,HATTON ST,1,
,,090,3,4/SP9726,RYDE,R,2112,RESIDENCE,875063,,4,HATTON ST,4,
,,090,1,4/SP55882,RYDE,R,2112,RESIDENCE,875070,,4,HATTON ST,4,
,,090,25,6/SP22905,GLADESVILLE,R,2111,RESIDENCE,875296,,6,HEPBURN AVE,6,
,,090,17,1/SP46796,WEST RYDE,R,2114,RESIDENCE,875359,,1,HERMITAGE RD,1,
,,090,103,9/SP40396,MARSFIELD,R,2122,RESIDENCE,875465,,9,HERRING RD,9,
,,090,137,1/SP601432/SP601433/SP601434/SP601435/SP601436/SP601437/SP601438/SP601439/SP6014310/SP6014311/SP6014312/SP6014313/SP6014314/SP6014315/SP6014316/SP6014317/SP6014318/SP6014319/SP6014320/SP6014321/SP6014322/SP6014323/SP6014324/SP60143,MACQUARIE PARK,R,2113,RESIDENCE,875486,,24,HERRING RD,24,
80.1,M,090,155,4/SP6782,MACQUARIE PARK,R,2113,RESIDENCE,875512,,4,HERRING RD,4,
,,090,157,5/SP6956,MACQUARIE PARK,R,2113,RESIDENCE,875525,,5,HERRING RD,5,
,,090,163,1/SP11078,MACQUARIE PARK,R,2113,RESIDENCE,875551,,1,HERRING RD,1,
,,090,165,2/SP11850,MACQUARIE PARK,R,2113,RESIDENCE,875567,,2,HERRING RD,2,
,,090,169,2/SP114153/SP114154/SP114155/SP114156/SP114157/SP114158/SP114159/SP1141510/SP1141511/SP1141512/SP1141513/SP1141514/SP1141515/SP114151/SP11415,MACQUARIE PARK,R,2113,RESIDENCE,875592,,1,HERRING RD,1,
,,090,171,9/SP7929,MACQUARIE PARK,R,2113,RESIDENCE,875608,,9,HERRING RD,9,
,,090,173,13/SP8041,MACQUARIE PARK,R,2113,RESIDENCE,875624,,13,HERRING RD,13,
89.0,M,090,175,4/SP20191,MACQUARIE PARK,R,2113,RESIDENCE,875642,,4,HERRING RD,4,
,,090,116,27/SP9577,MACQUARIE PARK,R,2113,RESIDENCE,875667,,27,HERRING RD,27,
,,090,102,9/SP12158,MARSFIELD,R,2122,RESIDENCE,875761,,9,HERRING RD,9,
,,090,100,2/SP57771,MARSFIELD,R,2122,RESIDENCE,875784,,2,HERRING RD,2,
,,090,4,5/SP62370,MARSFIELD,R,2122,RESIDENCE,875828,,5,HERRING RD,5,
,,090,13,1/SP23108,WEST RYDE,R,2114,RESIDENCE,875841,,1,HIBBLE ST,1,
,,090,41,1/SP67048,GLADESVILLE,3,2111,COMMERCIAL,875867,,1,HIGGINBOTHAM RD,1,
,,090,28,13/SP31253,GLADESVILLE,R,2111,RESIDENCE,875899,,13,HIGGINBOTHAM RD,13,
,,090,44,3/SP64742,GLADESVILLE,R,2111,RESIDENCE,875985,,3,HIGH ST,3,
,,090,48,3/SP31222,GLADESVILLE,R,2111,RESIDENCE,875987,,3,HIGH ST,3,
,,090,12,1/SP17018,EASTWOOD,3,2122,SHOP,876017,,1,HILLVIEW RD,1,
,,090,31,3/SP65747,NORTH RYDE,R,2113,RESIDENCE,876141,,3,HOLT ST,3,
,,090,21,1/SP63818,EASTWOOD,R,2122,RESIDENCE,876208,,1,HUNTS AVE,1,
,,090,18,2/SP68142,EASTWOOD,R,2122,RESIDENCE,876213,,2,HUNTS AVE,2,
,,090,27,3/SP67756,WEST RYDE,R,2114,RESIDENCE,876242,,3,HUXLEY ST,3,
,,090,24,3/SP60417,RYDE,R,2112,RESIDENCE,876393,,3,IRVINE CRES,3,
,,090,3,16/SP367126/SP367136/SP3671,RYDE,R,2112,RESIDENCE,876430,,36,ISABEL ST,36,
,,090,5,6/SP368814/SP3688,RYDE,R,2112,RESIDENCE,876467,,14,ISABEL ST,6,
,,090,7,9/SP5575,RYDE,R,2112,RESIDENCE,876486,,9,ISABEL ST,9,
,,090,9,8/SP4978,RYDE,R,2112,RESIDENCE,876499,,8,ISABEL ST,8,
,,090,11,2/SP4227,RYDE,R,2112,RESIDENCE,876524,,2,ISABEL ST,2,
,,090,13,7/SP3715,RYDE,3,2112,UNIT,876534,,7,ISABEL ST,7,
,,090,15,9/SP208724/SP2087,RYDE,R,2112,RESIDENCE,876547,,24,ISABEL ST,9,
,,090,8,2/SP3705,RYDE,R,2112,RESIDENCE,876583,,2,ISABEL ST,2,
,,090,6,2/SP11881,RYDE,R,2112,RESIDENCE,876606,,2,ISABEL ST,2,
,,090,4,3/SP3685,RYDE,R,2112,RESIDENCE,876622,,3,ISABEL ST,3,
,,090,2,3/SP45868,RYDE,R,2112,RESIDENCE,876632,,3,ISABEL ST,3,
,,090,12,1/SP62148,MELROSE PARK,R,2114,RESIDENCE,876855,,1,JOHNSON AVE,1,
,,090,13,1/SP609362/SP609363/SP609364/SP609365/SP609367/SP609368/SP60936,GLADESVILLE,R,2111,RESIDENCE,876970,,8,JORDAN ST,8,
,,090,15,3/SP44047,GLADESVILLE,R,2111,RESIDENCE,876979,,3,JORDAN ST,3,
,,090,17,2/SP39424,TENNYSON POINT,R,2111,RESIDENCE,877211,,2,KEMP ST,2,
,,090,1,7/SP38787,TENNYSON POINT,R,2111,RESIDENCE,877223,,7,KEMP ST,7,
,,090,14,3/SP39775,TENNYSON POINT,R,2111,RESIDENCE,877231,,3,KEMP ST,3,
,,090,2,1/SP54895,NORTH RYDE,R,2113,RESIDENCE,877370,,1,RUSE ST,1,
,,090,90,1/SP54908,NORTH RYDE,R,2113,RESIDENCE,877373,,1,KENT RD,1,
111.0,M,090,46,4/SP9423,MACQUARIE PARK,R,2113,RESIDENCE,877423,,4,KHARTOUM RD,4,
,,090,44,20/SP13831,MACQUARIE PARK,R,2113,RESIDENCE,877458,,20,KHARTOUM RD,20,
,,090,40,3/SP7744,MACQUARIE PARK,R,2113,RESIDENCE,877480,,3,KHARTOUM RD,3,
,,090,38,8/SP10518,MACQUARIE PARK,R,2113,RESIDENCE,877512,,8,KHARTOUM RD,8,
,,090,36,11/SP10800,MACQUARIE PARK,R,2113,RESIDENCE,877525,,11,KHARTOUM RD,11,
,,090,34,9/SP22377,MACQUARIE PARK,R,2113,RESIDENCE,877538,,9,KHARTOUM RD,9,
,,090,33,7/SP12376,MACQUARIE PARK,R,2113,RESIDENCE,877556,,7,KHARTOUM RD,7,
,,090,37,10/SP14474,MACQUARIE PARK,R,2113,RESIDENCE,877566,,10,KHARTOUM RD,10,
,,090,35,6/SP6897,MACQUARIE PARK,R,2113,RESIDENCE,877587,,6,KHARTOUM RD,6,
,,090,1,3/SP639616/SP6396,RYDE,R,2112,RESIDENCE,877738,,16,KULGOA AVE,16,
,,090,27,1/SP40127,RYDE,R,2112,RESIDENCE,877773,,1,KULGOA AVE,1,
,,090,41,4/SP31087,RYDE,R,2112,RESIDENCE,877783,,4,KULGOA AVE,4,
,,090,1,17/SP648122/SP648124/SP6481,MACQUARIE PARK,R,2113,RESIDENCE,877856,,24,LACHLAN AVE,24,
,,090,5,7/SP12698,MACQUARIE PARK,R,2113,RESIDENCE,877892,,7,LACHLAN AVE,7,
,,090,7,9/SP14550,MACQUARIE PARK,R,2113,RESIDENCE,877905,,9,LACHLAN AVE,9,
,,090,9,2/SP224753/SP224754/SP224755/SP224756/SP224757/SP224758/SP224759/SP2247510/SP2247511/SP224751/SP22475,MACQUARIE PARK,R,2113,RESIDENCE,877918,,1,LACHLAN AVE,1,
,,090,11,6/SP6760,MACQUARIE PARK,R,2113,RESIDENCE,877931,,6,LACHLAN AVE,6,
,,090,13,16/SP6997,MACQUARIE PARK,R,2113,RESIDENCE,877947,,16,LACHLAN AVE,16,
,,090,17,4/SP6781,MACQUARIE PARK,R,2113,RESIDENCE,877972,,4,LACHLAN AVE,4,
,,090,19,11/SP6947,MACQUARIE PARK,R,2113,RESIDENCE,877985,,11,LACHLAN AVE,11,
,,090,21,12/SP7041,MACQUARIE PARK,R,2113,RESIDENCE,877998,,12,LACHLAN AVE,12,
,,090,23,2/SP71843/SP71844/SP71845/SP71846/SP71847/SP71848/SP71849/SP718410/SP718411/SP718412/SP71841/SP7184,MACQUARIE PARK,R,2113,RESIDENCE,878011,,1,LACHLAN AVE,1,
,,090,12,7/SP6509,MACQUARIE PARK,R,2113,RESIDENCE,878026,,7,LACHLAN AVE,7,
,,090,10,5/SP22698,MACQUARIE PARK,R,2113,RESIDENCE,878051,,5,LACHLAN AVE,5,
,,090,8,14/SP6678,MACQUARIE PARK,R,2113,RESIDENCE,878067,,14,LACHLAN AVE,14,
,,090,2,17/SP6877,MACQUARIE PARK,R,2113,RESIDENCE,878085,,17,LACHLAN AVE,17,
,,090,1,20/SP30108,EASTWOOD,3,2122,COMMERCIAL,878119,,20,LAKESIDE RD,20,
,,090,37,8/SP50497,MARSFIELD,R,2122,RESIDENCE,878362,LANCASTER GREEN,8,LANCASTER DR,8,
,,090,1,13/SP50581,MARSFIELD,R,2122,RESIDENCE,878392,,13,LANCASTER DR,13,
,,090,9,9/SP52496,RYDE,R,2112,RESIDENCE,878421,,9,LANE COVE RD,9,
,,090,15,6/SP12222,RYDE,R,2112,RESIDENCE,878436,,6,LANE COVE RD,6,
